trade_date,Predictions,Close,bias
20200102,28.420334,28.8,0.013182852003309486
20200103,28.45351,28.58,0.004425812301475513
20200106,28.29296,27.99,-0.010823837558300733
20200107,27.515152,28.16,0.022899432615800342
20200108,28.089766,27.61,-0.01737651389735803
20200109,27.249962,27.85,0.021545355367061314
20200110,27.878965,27.63,-0.009010690474398052
20200113,27.401438,27.76,0.012916507226245946
20200114,27.606964,27.78,0.006228793688692445
20200115,27.722288,27.5,-0.00808320478959517
20200116,27.40367,27.3,-0.003797412355304175
20200117,27.273432,27.44,0.006070270482722293
20200120,27.404812,27.27,-0.004943595861050964
20200121,27.123625,26.98,-0.005323380342318078
20200122,26.915457,27.27,0.013001218487327233
20200123,27.216757,26.4,-0.030937758359042136
20200203,26.15495,23.76,-0.10079752475725674
20200204,23.262362,23.24,-0.0009621999349939491
20200205,22.900429,23.51,0.02592816792970418
20200206,23.452763,23.56,0.004551672166393595
20200207,23.571438,23.58,0.00036311129375059037
20200210,23.723127,23.88,0.006569205816067601
20200211,24.006374,24.45,0.01814419799055787
20200212,24.519989,24.47,-0.002042869377681902
20200213,24.535227,24.7,0.006670978870469038
20200214,24.819197,24.98,0.006437281783434577
20200217,25.019611,25.06,0.0016116776279896487
20200218,24.90077,24.69,-0.008536662105221887
20200219,24.555984,24.75,0.007839010219381314
20200220,24.821537,24.89,0.002750622024015064
20200221,24.800938,24.78,-0.0008449415895032077
20200224,24.77441,24.3,-0.019523055465133072
20200225,24.151512,24.06,-0.003803497339821074
20200226,24.044924,24.68,0.025732423729796065
20200227,24.533655,24.210000000000004,-0.013368656200990174
20200228,24.310091,23.59,-0.030525265734495887
20200302,23.569635,24.31,0.03045514639097685
20200303,24.37248,24.27,-0.0042225130801835644
20200304,24.342596,25.97,0.06266476495659802
20200305,25.433846,26.18,0.028500935064189017
20200306,25.75423,25.45,-0.011954047122498186
20200309,25.322882,24.42,-0.03697304253105638
20200310,24.199953,24.719999999999995,0.021037496795160298
20200311,24.716778,24.74,0.0009386498983963849
20200312,24.80623,23.95,-0.03575075344651132
20200313,23.91858,23.45,-0.01998205123933905
20200316,23.102379,22.58,-0.023134581276122477
20200317,22.691395,22.4,-0.013008696692330561
20200318,22.625118,21.92,-0.03216780363208178
20200319,22.158524,21.23,-0.04373638999389129
20200320,21.137136,21.58,0.020521943496265634
20200323,21.67712,20.2,-0.07312476280892254
20200324,20.265808,20.53,0.012868577424805218
20200325,20.516764,21.62,0.051028506608057904
20200326,21.613165,21.4,-0.009960976716514013
20200327,21.621092,21.78,0.0072960586477793365
20200330,21.97786,21.19,-0.03718072190043941
20200331,21.293009,20.89,-0.019291948507481498
20200401,21.042467,21.15,0.005084297053920959
20200402,21.286106,21.34,0.0025254868969474807
20200403,21.390804,21.35,-0.001911207998664307
20200407,21.44264,21.63,0.008662029377465064
20200408,21.791195,21.59,-0.00931889373652082
20200409,21.646902,21.58,-0.003100189265550864
20200410,21.739668,21.37,-0.017298450746656698
20200413,21.505877,20.84,-0.03195184938280688
20200414,20.876455,21.43,0.02583036364877106
20200415,21.447273,21.22,-0.010710332440835645
20200416,21.393576,21.17,-0.01056096685569009
20200417,21.34493,21.4,0.0025733341680508246
20200420,21.549168,21.33,-0.010275088282074183
20200421,21.399158,21.09,-0.014659007955581
20200422,21.211895,21.3,0.004136385492315908
20200423,21.342283,21.34,-0.00010699385667138377
20200424,21.450874,20.89,-0.026848938660281506
20200427,21.007614,22.719999999999995,0.07536909613810776
20200428,22.601452,22.78,0.007837933547879906
20200429,22.71556,23.57,0.03625112799805103
20200430,23.577795,23.94,0.015129698049852874
20200506,23.982244,23.61,-0.01576639100284409
20200507,23.552835,23.2,-0.015208425192997404
20200508,23.199673,23.5,0.012779885150016622
20200511,23.53239,23.31,-0.009540566043861998
20200512,23.42251,23.04,-0.016602002912097544
20200513,23.089638,22.96,-0.005646243743364782
20200514,23.045414,22.5,-0.024240620930989585
20200515,22.59289,22.93,0.014701710171539388
20200518,23.06626,22.75,-0.01390151139144059
20200519,22.920027,22.79,-0.005705431293321876
20200520,22.938927,22.38,-0.02497438323401898
20200521,22.504105,22.12,-0.0173645847313658
