trade_date,Predictions,Close,bias
20180416,4.3326983,4.25,-0.01945843416101792
20180417,4.247533,4.24,-0.001776614279117174
20180418,4.242653,4.28,0.008725959563923831
20180419,4.2658987,4.28,0.003294695203549452
20180420,4.2860427,4.16,-0.030298723624302755
20180423,4.1620584,4.17,0.0019044716009418857
20180424,4.159963,4.25,0.02118514565860524
20180425,4.2341228,4.23,-0.0009746461331702411
20180426,4.2284684,4.14,-0.02136918312109619
20180427,4.1463766,4.17,0.005665081582195164
20180502,4.1747017,4.28,0.024602408721068253
20180503,4.2801766,4.48,0.04460342867033831
20180504,4.487946,4.47,-0.004014772590108155
20180507,4.4591327,4.5,0.00908162858751085
20180508,4.494532,4.5,0.0012150870429144965
20180509,4.4771214,4.45,-0.006094686100991884
20180510,4.438597,4.53,0.020177218035093786
20180511,4.5175424,4.45,-0.015178058924299907
20180514,4.449785,4.49,0.008956518364377483
20180515,4.488523,4.51,0.004762082829443637
20180516,4.4807363,4.44,-0.009174832352646748
20180517,4.42766,4.41,-0.004004532517759675
20180518,4.4040456,4.49,0.01914352298048402
20180521,4.468072,4.53,0.013670653960036444
20180522,4.530818,4.5,-0.0068484412299262155
20180523,4.484618,4.44,-0.010049141205108829
20180524,4.4277925,4.38,-0.010911540898013902
20180525,4.3734636,4.33,-0.010037789994519505
20180528,4.33151,4.31,-0.00499073479955554
20180529,4.306648,4.26,-0.010950182525204992
20180530,4.254533,4.14,-0.02766493092412542
20180531,4.1340594,4.17,0.008618841925970925
20180601,4.1583915,4.17,0.0027838187823764258
20180604,4.1445923,4.12,-0.005969001251516964
20180605,4.115014,4.15,0.008430343076407276
20180606,4.1259913,4.11,-0.003890838066156685
20180607,4.1012163,4.12,0.004559146547780479
20180608,4.1282334,4.0,-0.03205835819244385
20180611,4.0090127,4.02,0.0027331594210951017
20180612,4.012461,4.03,0.004352063162451112
20180613,4.0133843,3.91,-0.02644100823365815
20180614,3.920158,3.92,-4.028300849760662e-05
20180615,3.9135711,3.94,0.006707837738966565
20180619,3.9322312,3.66,-0.07438010596186732
20180620,3.6928813,3.7099999999999995,0.0046141925205116325
20180621,3.6814003,3.6100000000000003,-0.019778476197303406
20180622,3.6264703,3.6900000000000004,0.017216713447881043
20180625,3.6500525,3.7099999999999995,0.016158343004087746
20180626,3.6941009,3.74,0.012272498186896885
20180627,3.7107794,3.7099999999999995,-0.0002100885396377746
20180628,3.704588,3.78,0.019950281375299635
20180629,3.772979,3.8500000000000005,0.020005449072107228
20180702,3.8292334,3.74,-0.023859199993113086
20180703,3.752629,3.81,0.015057994311875884
20180704,3.7786,3.7700000000000005,-0.002281161138802565
20180705,3.7673874,3.6999999999999997,-0.018212808145059194
20180706,3.7168071,3.7700000000000005,0.01410951538490692
20180709,3.7481074,3.8500000000000005,0.026465601735300968
20180710,3.8205338,3.84,0.005069335301717086
20180711,3.83407,3.6999999999999997,-0.03623512628916155
20180712,3.7139595,3.83,0.03029779230023179
20180713,3.7874098,3.8000000000000003,0.0033132151553506043
20180716,3.798341,3.7700000000000005,-0.00751751613869895
20180717,3.7692053,3.7700000000000005,0.00021078732032686943
20180718,3.757216,3.75,-0.0019242604573567708
20180719,3.7565074,3.72,-0.009813816316666089
20180720,3.727189,3.74,0.0034253839502998147
20180723,3.708265,3.7899999999999996,0.021565945607691032
20180724,3.7587643,3.91,0.03867921560926514
20180725,3.8749022,3.8800000000000003,0.001313853509647417
20180726,3.8849263,3.8699999999999997,-0.003856930005766096
20180727,3.881567,3.91,0.007271866664252354
20180730,3.9178274,3.84,-0.020267543693383572
20180731,3.8491697,3.8699999999999997,0.005382498413401278
20180801,3.8550797,3.7899999999999996,-0.017171411841400176
20180802,3.8091152,3.6900000000000004,-0.0322805342635487
20180803,3.6960409,3.67,-0.007095604566527342
20180806,3.6752977,3.7099999999999995,0.009353709670732478
20180807,3.695855,3.84,0.03753778586784995
20180808,3.7961738,3.83,0.0088319031439002
20180809,3.833317,3.8699999999999997,0.009478800672585256
20180810,3.8659632,3.86,-0.0015448758021537827
20180813,3.8569531,3.82,-0.009673597924996464
20180814,3.8005774,3.78,-0.005443757173245598
20180815,3.7726417,3.67,-0.027967754436773583
20180816,3.6896198,3.6900000000000004,0.00010304076238709988
20180817,3.6723666,3.6100000000000003,-0.017276071775652935
20180820,3.6331704,3.64,0.0018762729980133733
20180821,3.6346252,3.6800000000000006,0.012330109658448754
20180822,3.6656559,3.66,-0.001545314580364918
20180823,3.6592722,3.6900000000000004,0.008327318723931974
